id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0336";"AED-Standort Auenfeld 336";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 96";"73728";"Esslingen am Neckar";"Auenfeld";"48.72806865838362";"9.329135459753312";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-30";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0337";"AED-Standort Mitte 337";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 97";"73728";"Esslingen am Neckar";"Mitte";"48.77732958893399";"9.284144674889209";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-26";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0338";"AED-Standort Nord 338";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 98";"73728";"Esslingen am Neckar";"Nord";"48.75099590727418";"9.28881134812197";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0339";"AED-Standort Sued 339";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 99";"73728";"Esslingen am Neckar";"Sued";"48.74182450199009";"9.264212663783182";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-04-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0340";"AED-Standort Weststadt 340";"AED-Standort";"Defibrillator";"geplant";"0";"0";"0";"Musterstrasse 100";"73728";"Esslingen am Neckar";"Weststadt";"48.732551438755436";"9.288512148009808";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-07-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0341";"Sirenenstandort Oberdorf 341";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 101";"73728";"Esslingen am Neckar";"Oberdorf";"48.721843704513915";"9.293120232725697";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-12-16";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0342";"Sirenenstandort Pliensauvorstadt 342";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 102";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.712626738780266";"9.304736766245725";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0343";"Sirenenstandort Zell 343";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 103";"73728";"Esslingen am Neckar";"Zell";"48.71197141104506";"9.322103723680103";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-05";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0344";"Sirenenstandort Obertal 344";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 104";"73728";"Esslingen am Neckar";"Obertal";"48.72304130275438";"9.337763261093516";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-04-08";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0345";"Sirenenstandort Sulzgries 345";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 105";"73728";"Esslingen am Neckar";"Sulzgries";"48.7421623758512";"9.339701237078755";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-06-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0346";"Sirenenstandort Berkheim 346";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 106";"73728";"Esslingen am Neckar";"Berkheim";"48.76388438395151";"9.341949208960056";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-16";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0347";"Sirenenstandort Waldacker 347";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 107";"73728";"Esslingen am Neckar";"Waldacker";"48.78503095770949";"9.328967232528864";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0348";"Sirenenstandort Auenfeld 348";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 108";"73728";"Esslingen am Neckar";"Auenfeld";"48.78488914167465";"9.304158169299766";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-07";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0349";"Sirenenstandort Mitte 349";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 109";"73728";"Esslingen am Neckar";"Mitte";"48.72022470940707";"9.292085817023722";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0350";"Sirenenstandort Nord 350";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 110";"73728";"Esslingen am Neckar";"Nord";"48.69733278501769";"9.304641715799606";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0351";"Sirenenstandort Sued 351";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 111";"73728";"Esslingen am Neckar";"Sued";"48.71735693869613";"9.318831211296635";"nein";"nein";"nein";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-04-27";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0352";"Sirenenstandort Weststadt 352";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 112";"73728";"Esslingen am Neckar";"Weststadt";"48.71982085555181";"9.343091090659689";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-18";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0353";"Sirenenstandort Oberdorf 353";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 113";"73728";"Esslingen am Neckar";"Oberdorf";"48.74204012237147";"9.342078799497607";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0354";"Sirenenstandort Pliensauvorstadt 354";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 114";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76704535272207";"9.347686790095771";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-07-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0355";"Sirenenstandort Zell 355";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 115";"73728";"Esslingen am Neckar";"Zell";"48.78602163592454";"9.329744837672044";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-03-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0356";"Sirenenstandort Obertal 356";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 116";"73728";"Esslingen am Neckar";"Obertal";"48.76725307169125";"9.304434153912702";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-24";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0357";"Sirenenstandort Sulzgries 357";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 117";"73728";"Esslingen am Neckar";"Sulzgries";"48.77566589196903";"9.284767227985464";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-11-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0358";"Sirenenstandort Berkheim 358";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 118";"73728";"Esslingen am Neckar";"Berkheim";"48.76218533917358";"9.268772274869358";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-01";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0359";"Sirenenstandort Waldacker 359";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 119";"73728";"Esslingen am Neckar";"Waldacker";"48.74138338687623";"9.249313621637539";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-08-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0360";"Sirenenstandort Auenfeld 360";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 120";"73728";"Esslingen am Neckar";"Auenfeld";"48.724618876957685";"9.275366293719852";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-07-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0361";"Sirenenstandort Mitte 361";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 1";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.340752543686332";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-12";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0362";"Sirenenstandort Nord 362";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 2";"73728";"Esslingen am Neckar";"Nord";"48.76443512379366";"9.343547903935324";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-07-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0363";"Sirenenstandort Sued 363";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 3";"73728";"Esslingen am Neckar";"Sued";"48.78139455324571";"9.327303905457974";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0364";"Sirenenstandort Weststadt 364";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 4";"73728";"Esslingen am Neckar";"Weststadt";"48.78185706086474";"9.304488013122942";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-04-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0365";"Sirenenstandort Oberdorf 365";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 5";"73728";"Esslingen am Neckar";"Oberdorf";"48.770572377974375";"9.287902824313964";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-07";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0366";"Sirenenstandort Pliensauvorstadt 366";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 6";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.7609489128129";"9.271247490269591";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-03-31";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0367";"Sirenenstandort Zell 367";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 7";"73728";"Esslingen am Neckar";"Zell";"48.74166080231641";"9.261927315585709";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-05-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0368";"Sirenenstandort Obertal 368";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 8";"73728";"Esslingen am Neckar";"Obertal";"48.72490439511855";"9.275602351629939";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0369";"Sirenenstandort Sulzgries 369";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 9";"73728";"Esslingen am Neckar";"Sulzgries";"48.71992577152601";"9.292131211014128";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0370";"Sirenenstandort Berkheim 370";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 10";"73728";"Esslingen am Neckar";"Berkheim";"48.7108198637962";"9.304861328553066";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-22";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0371";"Sirenenstandort Waldacker 371";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 11";"73728";"Esslingen am Neckar";"Waldacker";"48.70932827764921";"9.323813228810547";"nein";"nein";"nein";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-01-07";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0372";"Sirenenstandort Auenfeld 372";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 12";"73728";"Esslingen am Neckar";"Auenfeld";"48.719876681890796";"9.343667232238905";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-10-21";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0373";"Sirenenstandort Mitte 373";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 13";"73728";"Esslingen am Neckar";"Mitte";"48.76354839379348";"9.292101268106808";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0374";"Sirenenstandort Nord 374";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 14";"73728";"Esslingen am Neckar";"Nord";"48.761409100728955";"9.270736154362831";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-09-20";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0375";"Sirenenstandort Sued 375";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 15";"73728";"Esslingen am Neckar";"Sued";"48.741816808765314";"9.260097206226883";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-06-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0376";"Sirenenstandort Weststadt 376";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 16";"73728";"Esslingen am Neckar";"Weststadt";"48.730839164708165";"9.285565511546883";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-18";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0377";"Sirenenstandort Oberdorf 377";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 17";"73728";"Esslingen am Neckar";"Oberdorf";"48.71778019071423";"9.290794369867891";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-04-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0378";"Sirenenstandort Pliensauvorstadt 378";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 18";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.69726821703514";"9.304808522082672";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0379";"Sirenenstandort Zell 379";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 19";"73728";"Esslingen am Neckar";"Zell";"48.72044014179953";"9.31715078977231";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-16";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0380";"Sirenenstandort Obertal 380";"Sirenenstandort";"Dachsirene";"geplant";"0";"0";"0";"Musterstrasse 20";"73728";"Esslingen am Neckar";"Obertal";"48.717851102842985";"9.346890294236216";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0381";"Sirenenstandort Sulzgries 381";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 21";"73728";"Esslingen am Neckar";"Sulzgries";"48.7422105851277";"9.346150783544328";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-02";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0382";"Sirenenstandort Berkheim 382";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 22";"73728";"Esslingen am Neckar";"Berkheim";"48.7603002581187";"9.335860147516977";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-07";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0383";"Sirenenstandort Waldacker 383";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 23";"73728";"Esslingen am Neckar";"Waldacker";"48.77697642233557";"9.324416748449886";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-04-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0384";"Sirenenstandort Auenfeld 384";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 24";"73728";"Esslingen am Neckar";"Auenfeld";"48.77453555876179";"9.304264580607601";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0385";"Sirenenstandort Mitte 385";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 25";"73728";"Esslingen am Neckar";"Mitte";"48.72117094238026";"9.292632122620592";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-04-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0386";"Sirenenstandort Nord 386";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 26";"73728";"Esslingen am Neckar";"Nord";"48.7052747475358";"9.304634281964734";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-03-05";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0387";"Sirenenstandort Sued 387";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 27";"73728";"Esslingen am Neckar";"Sued";"48.72311554917293";"9.315492100439366";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0388";"Sirenenstandort Weststadt 388";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 28";"73728";"Esslingen am Neckar";"Weststadt";"48.730469398199865";"9.32452723636626";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-05-10";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0389";"Sirenenstandort Oberdorf 389";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 29";"73728";"Esslingen am Neckar";"Oberdorf";"48.74207053703309";"9.350213867384987";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0390";"Sirenenstandort Pliensauvorstadt 390";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 30";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.752056562145036";"9.322003361411337";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0391";"Sirenenstandort Zell 391";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 31";"73728";"Esslingen am Neckar";"Zell";"48.76089879338546";"9.315427376764973";"nein";"ja";"nein";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-15";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0392";"Sirenenstandort Obertal 392";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 32";"73728";"Esslingen am Neckar";"Obertal";"48.774425952954196";"9.304387232801657";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0393";"Sirenenstandort Sulzgries 393";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 33";"73728";"Esslingen am Neckar";"Sulzgries";"48.77461007001329";"9.285387376748462";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-04-23";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0394";"Sirenenstandort Berkheim 394";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 34";"73728";"Esslingen am Neckar";"Berkheim";"48.761271057559505";"9.27038706819772";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-22";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0395";"Sirenenstandort Waldacker 395";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 35";"73728";"Esslingen am Neckar";"Waldacker";"48.741414743655575";"9.25266932958864";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-04-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0396";"Sirenenstandort Auenfeld 396";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 36";"73728";"Esslingen am Neckar";"Auenfeld";"48.72296742484032";"9.2725726057161";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-27";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0397";"Sirenenstandort Mitte 397";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 37";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.328786201296747";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-28";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0398";"Sirenenstandort Nord 398";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 38";"73728";"Esslingen am Neckar";"Nord";"48.75109404028948";"9.320490243215476";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0399";"Sirenenstandort Sued 399";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 39";"73728";"Esslingen am Neckar";"Sued";"48.7573457500819";"9.313479169930227";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0400";"Sirenenstandort Weststadt 400";"Sirenenstandort";"Dachsirene";"geplant";"0";"0";"0";"Musterstrasse 40";"73728";"Esslingen am Neckar";"Weststadt";"48.7686122437112";"9.30452513411428";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-07-12";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0401";"Sirenenstandort Oberdorf 401";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 41";"73728";"Esslingen am Neckar";"Oberdorf";"48.77029335003402";"9.288065314448046";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-08-07";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0402";"Sirenenstandort Pliensauvorstadt 402";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 42";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76423866169771";"9.265487508964146";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0403";"Sirenenstandort Zell 403";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 43";"73728";"Esslingen am Neckar";"Zell";"48.74166230277769";"9.26219499673415";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-05-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0404";"Sirenenstandort Obertal 404";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 44";"73728";"Esslingen am Neckar";"Obertal";"48.72100860724309";"9.26895541627667";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0405";"Sirenenstandort Sulzgries 405";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 45";"73728";"Esslingen am Neckar";"Sulzgries";"48.70423921879644";"9.283230224290875";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-13";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0406";"Sirenenstandort Berkheim 406";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 46";"73728";"Esslingen am Neckar";"Berkheim";"48.70307566211735";"9.304926443487124";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-12-11";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
